in_WIDTH,in_LENGTH,in_HIGHT,in_ORIENTATION,in_WINDOWS_RATIO,out_AREA,out_FORM_FACTOR,out_S_V_RATIO,out_COOLING,out_HEATING,out_TOTAL
50,30,12,270,0.1,2277,1.5099,0.3775,44.3201,1.5526,45.8727
60,30,12,270,0.1,2607,1.4952,0.3738,44.2864,1.5670,45.8534
30,40,12,270,0.1,1947,1.5295,0.3824,44.3369,1.4982,45.8351
40,40,12,270,0.1,2277,1.5099,0.3775,44.3259,1.5162,45.8420
50,40,12,270,0.1,2607,1.4952,0.3738,44.3172,1.5303,45.8475
60,40,12,270,0.1,2937,1.4838,0.3710,44.2881,1.5449,45.8329
30,50,12,270,0.1,2277,1.5099,0.3775,44.3334,1.4758,45.8092
40,50,12,270,0.1,2607,1.4952,0.3738,44.3224,1.4949,45.8173
50,50,12,270,0.1,2937,1.4838,0.3710,44.3174,1.5101,45.8275
60,50,12,270,0.1,3267,1.4747,0.3687,44.2923,1.5267,45.8190
30,60,12,270,0.1,2607,1.4952,0.3738,44.3211,1.4589,45.7800
40,60,12,270,0.1,2937,1.4838,0.3710,44.3127,1.4802,45.7929
50,60,12,270,0.1,3267,1.4747,0.3687,44.3099,1.4943,45.8042
60,60,12,270,0.1,3597,1.4673,0.3668,44.2877,1.5104,45.7981
30,30,16,270,0.1,2156,1.3905,0.3476,44.4331,1.4718,45.9049
40,30,16,270,0.1,2596,1.3629,0.3407,44.4238,1.4875,45.9113
50,30,16,270,0.1,3036,1.3432,0.3358,44.4166,1.4992,45.9157
60,30,16,270,0.1,3476,1.3285,0.3321,44.3878,1.5113,45.8991
30,40,16,270,0.1,2596,1.3629,0.3407,44.4318,1.4442,45.8760
40,40,16,270,0.1,3036,1.3432,0.3358,44.4219,1.4629,45.8848
50,40,16,270,0.1,3476,1.3285,0.3321,44.4151,1.4760,45.8911
60,40,16,270,0.1,3916,1.3172,0.3293,44.3894,1.4905,45.8800
30,50,16,270,0.1,3036,1.3432,0.3358,44.4366,1.4207,45.8574
40,50,16,270,0.1,3476,1.3285,0.3321,44.4253,1.4399,45.8652
50,50,16,270,0.1,3916,1.3172,0.3293,44.4194,1.4553,45.8747
60,50,16,270,0.1,4356,1.3081,0.3270,44.3960,1.4704,45.8664
30,60,16,270,0.1,3476,1.3285,0.3321,44.4301,1.4017,45.8318
40,60,16,270,0.1,3916,1.3172,0.3293,44.4201,1.4243,45.8444
50,60,16,270,0.1,4356,1.3081,0.3270,44.4161,1.4388,45.8549
60,60,16,270,0.1,4796,1.3007,0.3252,44.3947,1.4538,45.8485
30,30,8,315,0.1,1078,1.8905,0.4726,43.9861,1.7160,45.7021
40,30,8,315,0.1,1298,1.8629,0.4657,43.9595,1.7124,45.6719
50,30,8,315,0.1,1518,1.8432,0.4608,43.9432,1.7095,45.6527
60,30,8,315,0.1,1738,1.8285,0.4571,43.8883,1.7181,45.6064
30,40,8,315,0.1,1298,1.8629,0.4657,43.9649,1.7206,45.6855
40,40,8,315,0.1,1518,1.8432,0.4608,43.9431,1.7172,45.6603
50,40,8,315,0.1,1738,1.8285,0.4571,43.9288,1.7145,45.6433
60,40,8,315,0.1,1958,1.8172,0.4543,43.8807,1.7216,45.6023
30,50,8,315,0.1,1518,1.8432,0.4608,43.9506,1.7210,45.6716
40,50,8,315,0.1,1738,1.8285,0.4571,43.9318,1.7201,45.6518
50,50,8,315,0.1,1958,1.8172,0.4543,43.9191,1.7178,45.6368
60,50,8,315,0.1,2178,1.8081,0.4520,43.8783,1.7236,45.6019
30,60,8,315,0.1,1738,1.8285,0.4571,43.9247,1.7250,45.6497
40,60,8,315,0.1,1958,1.8172,0.4543,43.9120,1.7223,45.6343
50,60,8,315,0.1,2178,1.8081,0.4520,43.9025,1.7211,45.6236
60,60,8,315,0.1,2398,1.8007,0.4502,43.8645,1.7264,45.5909
30,30,12,315,0.1,1617,1.5572,0.3893,44.2404,1.5853,45.8257
40,30,12,315,0.1,1947,1.5295,0.3824,44.2248,1.5791,45.8040
50,30,12,315,0.1,2277,1.5099,0.3775,44.2149,1.5733,45.7882
60,30,12,315,0.1,2607,1.4952,0.3738,44.1674,1.5801,45.7474
30,40,12,315,0.1,1947,1.5295,0.3824,44.2296,1.5851,45.8148
40,40,12,315,0.1,2277,1.5099,0.3775,44.2145,1.5809,45.7954
50,40,12,315,0.1,2607,1.4952,0.3738,44.2063,1.5764,45.7827
60,40,12,315,0.1,2937,1.4838,0.3710,44.1641,1.5823,45.7464
30,50,12,315,0.1,2277,1.5099,0.3775,44.2224,1.5848,45.8072
40,50,12,315,0.1,2607,1.4952,0.3738,44.2094,1.5806,45.7900
50,50,12,315,0.1,2937,1.4838,0.3710,44.2015,1.5778,45.7793
60,50,12,315,0.1,3267,1.4747,0.3687,44.1637,1.5828,45.7465
30,60,12,315,0.1,2607,1.4952,0.3738,44.2043,1.5866,45.7910
40,60,12,315,0.1,2937,1.4838,0.3710,44.1941,1.5829,45.7769
50,60,12,315,0.1,3267,1.4747,0.3687,44.1883,1.5790,45.7673
60,60,12,315,0.1,3597,1.4673,0.3668,44.1535,1.5837,45.7372
30,30,16,315,0.1,2156,1.3905,0.3476,44.3333,1.5321,45.8654
40,30,16,315,0.1,2596,1.3629,0.3407,44.3248,1.5230,45.8478
50,30,16,315,0.1,3036,1.3432,0.3358,44.3188,1.5179,45.8367
60,30,16,315,0.1,3476,1.3285,0.3321,44.2740,1.5219,45.7959
30,40,16,315,0.1,2596,1.3629,0.3407,44.3293,1.5300,45.8593
40,40,16,315,0.1,3036,1.3432,0.3358,44.3180,1.5241,45.8421
50,40,16,315,0.1,3476,1.3285,0.3321,44.3141,1.5178,45.8320
60,40,16,315,0.1,3916,1.3172,0.3293,44.2739,1.5226,45.7964
30,50,16,315,0.1,3036,1.3432,0.3358,44.3261,1.5288,45.8549
40,50,16,315,0.1,3476,1.3285,0.3321,44.3164,1.5232,45.8397
50,50,16,315,0.1,3916,1.3172,0.3293,44.3114,1.5180,45.8294
60,50,16,315,0.1,4356,1.3081,0.3270,44.2751,1.5223,45.7975
30,60,16,315,0.1,3476,1.3285,0.3321,44.3139,1.5290,45.8430
40,60,16,315,0.1,3916,1.3172,0.3293,44.3035,1.5242,45.8277
50,60,16,315,0.1,4356,1.3081,0.3270,44.2999,1.5195,45.8194
60,60,16,315,0.1,4796,1.3007,0.3252,44.2668,1.5236,45.7904
30,30,8,0,0.2,1078,1.8905,0.4726,45.5519,1.3007,46.8525
40,30,8,0,0.2,1298,1.8629,0.4657,45.5355,1.2783,46.8138
50,30,8,0,0.2,1518,1.8432,0.4608,45.5240,1.2588,46.7828
60,30,8,0,0.2,1738,1.8285,0.4571,45.4463,1.2641,46.7103
30,40,8,0,0.2,1298,1.8629,0.4657,45.5041,1.3295,46.8336
40,40,8,0,0.2,1518,1.8432,0.4608,45.4937,1.3067,46.8004
50,40,8,0,0.2,1738,1.8285,0.4571,45.4900,1.2881,46.7781
60,40,8,0,0.2,1958,1.8172,0.4543,45.4253,1.2898,46.7152
30,50,8,0,0.2,1518,1.8432,0.4608,45.4676,1.3528,46.8204
40,50,8,0,0.2,1738,1.8285,0.4571,45.4661,1.3293,46.7954
50,50,8,0,0.2,1958,1.8172,0.4543,45.4666,1.3099,46.7766
60,50,8,0,0.2,2178,1.8081,0.4520,45.4107,1.3097,46.7203
30,60,8,0,0.2,1738,1.8285,0.4571,45.4030,1.3774,46.7804
40,60,8,0,0.2,1958,1.8172,0.4543,45.4098,1.3540,46.7638
50,60,8,0,0.2,2178,1.8081,0.4520,45.4168,1.3334,46.7501
60,60,8,0,0.2,2398,1.8007,0.4502,45.3696,1.3320,46.7016
30,30,12,0,0.2,1617,1.5572,0.3893,45.7570,1.1753,46.9323
40,30,12,0,0.2,1947,1.5295,0.3824,45.7541,1.1499,46.9040
50,30,12,0,0.2,2277,1.5099,0.3775,45.7566,1.1272,46.8838
60,30,12,0,0.2,2607,1.4952,0.3738,45.6904,1.1289,46.8194
30,40,12,0,0.2,1947,1.5295,0.3824,45.7142,1.2015,46.9157
40,40,12,0,0.2,2277,1.5099,0.3775,45.7169,1.1762,46.8931
50,40,12,0,0.2,2607,1.4952,0.3738,45.7226,1.1551,46.8777
60,40,12,0,0.2,2937,1.4838,0.3710,45.6673,1.1546,46.8219
30,50,12,0,0.2,2277,1.5099,0.3775,45.6859,1.2224,46.9083
40,50,12,0,0.2,2607,1.4952,0.3738,45.6896,1.1973,46.8869
50,50,12,0,0.2,2937,1.4838,0.3710,45.6979,1.1761,46.8739
60,50,12,0,0.2,3267,1.4747,0.3687,45.6508,1.1737,46.8245
30,60,12,0,0.2,2607,1.4952,0.3738,45.6277,1.2441,46.8718
40,60,12,0,0.2,2937,1.4838,0.3710,45.6398,1.2205,46.8604
50,60,12,0,0.2,3267,1.4747,0.3687,45.6495,1.1982,46.8477
60,60,12,0,0.2,3597,1.4673,0.3668,45.6107,1.1944,46.8052
30,30,16,0,0.2,2156,1.3905,0.3476,45.8329,1.1231,46.9560
40,30,16,0,0.2,2596,1.3629,0.3407,45.8334,1.0953,46.9287
50,30,16,0,0.2,3036,1.3432,0.3358,45.8434,1.0706,46.9139
60,30,16,0,0.2,3476,1.3285,0.3321,45.7844,1.0705,46.8549
30,40,16,0,0.2,2596,1.3629,0.3407,45.7983,1.1477,46.9460
40,40,16,0,0.2,3036,1.3432,0.3358,45.7987,1.1214,46.9201
50,40,16,0,0.2,3476,1.3285,0.3321,45.8075,1.0989,46.9063
60,40,16,0,0.2,3916,1.3172,0.3293,45.7574,1.0972,46.8545
30,50,16,0,0.2,3036,1.3432,0.3358,45.7708,1.1658,46.9366
40,50,16,0,0.2,3476,1.3285,0.3321,45.7770,1.1418,46.9189
50,50,16,0,0.2,3916,1.3172,0.3293,45.7840,1.1201,46.9041
60,50,16,0,0.2,4356,1.3081,0.3270,45.7407,1.1169,46.8576
30,60,16,0,0.2,3476,1.3285,0.3321,45.7158,1.1886,46.9043
40,60,16,0,0.2,3916,1.3172,0.3293,45.7267,1.1649,46.8916
50,60,16,0,0.2,4356,1.3081,0.3270,45.7407,1.1425,46.8832
60,60,16,0,0.2,4796,1.3007,0.3252,45.7039,1.1387,46.8425
30,30,8,45,0.2,1078,1.8905,0.4726,45.3966,1.3699,46.7666
40,30,8,45,0.2,1298,1.8629,0.4657,45.3649,1.3803,46.7452
50,30,8,45,0.2,1518,1.8432,0.4608,45.3442,1.3877,46.7319
60,30,8,45,0.2,1738,1.8285,0.4571,45.2696,1.4096,46.6792
30,40,8,45,0.2,1298,1.8629,0.4657,45.3552,1.3772,46.7324
40,40,8,45,0.2,1518,1.8432,0.4608,45.3297,1.3854,46.7151
50,40,8,45,0.2,1738,1.8285,0.4571,45.3144,1.3910,46.7055
60,40,8,45,0.2,1958,1.8172,0.4543,45.2502,1.4104,46.6606
30,50,8,45,0.2,1518,1.8432,0.4608,45.3285,1.3817,46.7102
40,50,8,45,0.2,1738,1.8285,0.4571,45.3080,1.3889,46.6969
50,50,8,45,0.2,1958,1.8172,0.4543,45.2949,1.3937,46.6886
60,50,8,45,0.2,2178,1.8081,0.4520,45.2377,1.4107,46.6484
30,60,8,45,0.2,1738,1.8285,0.4571,45.2487,1.4018,46.6505
40,60,8,45,0.2,1958,1.8172,0.4543,45.2368,1.4063,46.6431
50,60,8,45,0.2,2178,1.8081,0.4520,45.2319,1.4090,46.6409
60,60,8,45,0.2,2398,1.8007,0.4502,45.1846,1.4229,46.6075
30,30,12,45,0.2,1617,1.5572,0.3893,45.6234,1.2297,46.8531
40,30,12,45,0.2,1947,1.5295,0.3824,45.5933,1.2392,46.8325
50,30,12,45,0.2,2277,1.5099,0.3775,45.5757,1.2457,46.8214
60,30,12,45,0.2,2607,1.4952,0.3738,45.5042,1.2661,46.7703
30,40,12,45,0.2,1947,1.5295,0.3824,45.5903,1.2349,46.8253
40,40,12,45,0.2,2277,1.5099,0.3775,45.5637,1.2429,46.8066
50,40,12,45,0.2,2607,1.4952,0.3738,45.5503,1.2478,46.7981
60,40,12,45,0.2,2937,1.4838,0.3710,45.4866,1.2664,46.7531
30,50,12,45,0.2,2277,1.5099,0.3775,45.5705,1.2380,46.8085
40,50,12,45,0.2,2607,1.4952,0.3738,45.5470,1.2450,46.7920
50,50,12,45,0.2,2937,1.4838,0.3710,45.5346,1.2498,46.7844
60,50,12,45,0.2,3267,1.4747,0.3687,45.4772,1.2674,46.7445
30,60,12,45,0.2,2607,1.4952,0.3738,45.4939,1.2570,46.7508
40,60,12,45,0.2,2937,1.4838,0.3710,45.4805,1.2616,46.7421
50,60,12,45,0.2,3267,1.4747,0.3687,45.4752,1.2646,46.7398
60,60,12,45,0.2,3597,1.4673,0.3668,45.4262,1.2793,46.7055
30,30,16,45,0.2,2156,1.3905,0.3476,45.7157,1.1659,46.8817
40,30,16,45,0.2,2596,1.3629,0.3407,45.6866,1.1741,46.8606
50,30,16,45,0.2,3036,1.3432,0.3358,45.6695,1.1818,46.8513
60,30,16,45,0.2,3476,1.3285,0.3321,45.6006,1.2021,46.8027
30,40,16,45,0.2,2596,1.3629,0.3407,45.6851,1.1693,46.8544
40,40,16,45,0.2,3036,1.3432,0.3358,45.6582,1.1772,46.8354
50,40,16,45,0.2,3476,1.3285,0.3321,45.6445,1.1836,46.8281
60,40,16,45,0.2,3916,1.3172,0.3293,45.5832,1.2022,46.7854
30,50,16,45,0.2,3036,1.3432,0.3358,45.6688,1.1720,46.8409
40,50,16,45,0.2,3476,1.3285,0.3321,45.6442,1.1790,46.8232
50,50,16,45,0.2,3916,1.3172,0.3293,45.6305,1.1852,46.8157
60,50,16,45,0.2,4356,1.3081,0.3270,45.5758,1.2017,46.7775
30,60,16,45,0.2,3476,1.3285,0.3321,45.5976,1.1907,46.7884
40,60,16,45,0.2,3916,1.3172,0.3293,45.5808,1.1966,46.7774
50,60,16,45,0.2,4356,1.3081,0.3270,45.5743,1.1996,46.7740
60,60,16,45,0.2,4796,1.3007,0.3252,45.5268,1.2136,46.7404
30,30,8,90,0.2,1078,1.8905,0.4726,45.5530,1.3034,46.8564
40,30,8,90,0.2,1298,1.8629,0.4657,45.5064,1.3323,46.8387
50,30,8,90,0.2,1518,1.8432,0.4608,45.4694,1.3552,46.8246
60,30,8,90,0.2,1738,1.8285,0.4571,45.4032,1.3791,46.7822
30,40,8,90,0.2,1298,1.8629,0.4657,45.5358,1.2807,46.8165
40,40,8,90,0.2,1518,1.8432,0.4608,45.4950,1.3092,46.8042
50,40,8,90,0.2,1738,1.8285,0.4571,45.4677,1.3312,46.7989
60,40,8,90,0.2,1958,1.8172,0.4543,45.4102,1.3564,46.7667
30,50,8,90,0.2,1518,1.8432,0.4608,45.5245,1.2625,46.7871
40,50,8,90,0.2,1738,1.8285,0.4571,45.4906,1.2898,46.7804
50,50,8,90,0.2,1958,1.8172,0.4543,45.4653,1.3117,46.7771
60,50,8,90,0.2,2178,1.8081,0.4520,45.4169,1.3346,46.7515
30,60,8,90,0.2,1738,1.8285,0.4571,45.4437,1.2687,46.7124
40,60,8,90,0.2,1958,1.8172,0.4543,45.4228,1.2932,46.7160
50,60,8,90,0.2,2178,1.8081,0.4520,45.4069,1.3127,46.7196
60,60,8,90,0.2,2398,1.8007,0.4502,45.3671,1.3348,46.7019
30,30,12,90,0.2,1617,1.5572,0.3893,45.7541,1.1800,46.9341
40,30,12,90,0.2,1947,1.5295,0.3824,45.7121,1.2055,46.9175
50,30,12,90,0.2,2277,1.5099,0.3775,45.6842,1.2259,46.9102
60,30,12,90,0.2,2607,1.4952,0.3738,45.6267,1.2471,46.8738
30,40,12,90,0.2,1947,1.5295,0.3824,45.7528,1.1539,46.9067
40,40,12,90,0.2,2277,1.5099,0.3775,45.7150,1.1801,46.8951
50,40,12,90,0.2,2607,1.4952,0.3738,45.6880,1.2006,46.8886
60,40,12,90,0.2,2937,1.4838,0.3710,45.6383,1.2232,46.8615
30,50,12,90,0.2,2277,1.5099,0.3775,45.7553,1.1317,46.8871
40,50,12,90,0.2,2607,1.4952,0.3738,45.7216,1.1582,46.8799
50,50,12,90,0.2,2937,1.4838,0.3710,45.6968,1.1792,46.8760
60,50,12,90,0.2,3267,1.4747,0.3687,45.6484,1.2006,46.8490
30,60,12,90,0.2,2607,1.4952,0.3738,45.6856,1.1349,46.8205
40,60,12,90,0.2,2937,1.4838,0.3710,45.6629,1.1593,46.8222
50,60,12,90,0.2,3267,1.4747,0.3687,45.6471,1.1781,46.8252
60,60,12,90,0.2,3597,1.4673,0.3668,45.6071,1.1983,46.8054
30,30,16,90,0.2,2156,1.3905,0.3476,45.8281,1.1285,46.9566
40,30,16,90,0.2,2596,1.3629,0.3407,45.7933,1.1525,46.9458
50,30,16,90,0.2,3036,1.3432,0.3358,45.7666,1.1709,46.9375
60,30,16,90,0.2,3476,1.3285,0.3321,45.7131,1.1916,46.9047
30,40,16,90,0.2,2596,1.3629,0.3407,45.8302,1.1005,46.9307
40,40,16,90,0.2,3036,1.3432,0.3358,45.7948,1.1267,46.9214
50,40,16,90,0.2,3476,1.3285,0.3321,45.7730,1.1473,46.9203
60,40,16,90,0.2,3916,1.3172,0.3293,45.7239,1.1682,46.8922
30,50,16,90,0.2,3036,1.3432,0.3358,45.8409,1.0750,46.9159
40,50,16,90,0.2,3476,1.3285,0.3321,45.8048,1.1034,46.9082
50,50,16,90,0.2,3916,1.3172,0.3293,45.7813,1.1241,46.9054
60,50,16,90,0.2,4356,1.3081,0.3270,45.7385,1.1460,46.8845
30,60,16,90,0.2,3476,1.3285,0.3321,45.7783,1.0761,46.8545
40,60,16,90,0.2,3916,1.3172,0.3293,45.7507,1.1044,46.8550
50,60,16,90,0.2,4356,1.3081,0.3270,45.7354,1.1224,46.8577
60,60,16,90,0.2,4796,1.3007,0.3252,45.6992,1.1436,46.8428
30,30,8,135,0.2,1078,1.8905,0.4726,45.4252,1.3834,46.8086
40,30,8,135,0.2,1298,1.8629,0.4657,45.3829,1.3867,46.7696
50,30,8,135,0.2,1518,1.8432,0.4608,45.3549,1.3872,46.7421
60,30,8,135,0.2,1738,1.8285,0.4571,45.3167,1.3900,46.7067
30,40,8,135,0.2,1298,1.8629,0.4657,45.3937,1.3900,46.7837
40,40,8,135,0.2,1518,1.8432,0.4608,45.3589,1.3924,46.7513
50,40,8,135,0.2,1738,1.8285,0.4571,45.3360,1.3928,46.7288
60,40,8,135,0.2,1958,1.8172,0.4543,45.3037,1.3951,46.6987
30,50,8,135,0.2,1518,1.8432,0.4608,45.3726,1.3937,46.7663
40,50,8,135,0.2,1738,1.8285,0.4571,45.3439,1.3956,46.7395
50,50,8,135,0.2,1958,1.8172,0.4543,45.3242,1.3958,46.7200
60,50,8,135,0.2,2178,1.8081,0.4520,45.2960,1.3979,46.6939
30,60,8,135,0.2,1738,1.8285,0.4571,45.2929,1.4158,46.7087
40,60,8,135,0.2,1958,1.8172,0.4543,45.2748,1.4153,46.6901
50,60,8,135,0.2,2178,1.8081,0.4520,45.2644,1.4132,46.6777
60,60,8,135,0.2,2398,1.8007,0.4502,45.2436,1.4129,46.6566
30,30,12,135,0.2,1617,1.5572,0.3893,45.6372,1.2542,46.8914
40,30,12,135,0.2,1947,1.5295,0.3824,45.6117,1.2528,46.8646
50,30,12,135,0.2,2277,1.5099,0.3775,45.5945,1.2504,46.8448
60,30,12,135,0.2,2607,1.4952,0.3738,45.5628,1.2508,46.8136
30,40,12,135,0.2,1947,1.5295,0.3824,45.6125,1.2572,46.8697
40,40,12,135,0.2,2277,1.5099,0.3775,45.5908,1.2565,46.8473
50,40,12,135,0.2,2607,1.4952,0.3738,45.5770,1.2542,46.8311
60,40,12,135,0.2,2937,1.4838,0.3710,45.5507,1.2546,46.8053
30,50,12,135,0.2,2277,1.5099,0.3775,45.5979,1.2583,46.8561
40,50,12,135,0.2,2607,1.4952,0.3738,45.5789,1.2577,46.8367
50,50,12,135,0.2,2937,1.4838,0.3710,45.5668,1.2559,46.8227
60,50,12,135,0.2,3267,1.4747,0.3687,45.5431,1.2573,46.8004
30,60,12,135,0.2,2607,1.4952,0.3738,45.5238,1.2776,46.8014
40,60,12,135,0.2,2937,1.4838,0.3710,45.5135,1.2754,46.7889
50,60,12,135,0.2,3267,1.4747,0.3687,45.5072,1.2731,46.7803
60,60,12,135,0.2,3597,1.4673,0.3668,45.4898,1.2717,46.7615
30,30,16,135,0.2,2156,1.3905,0.3476,45.7153,1.2014,46.9166
40,30,16,135,0.2,2596,1.3629,0.3407,45.6975,1.1969,46.8944
50,30,16,135,0.2,3036,1.3432,0.3358,45.6858,1.1932,46.8790
60,30,16,135,0.2,3476,1.3285,0.3321,45.6604,1.1920,46.8524
30,40,16,135,0.2,2596,1.3629,0.3407,45.6967,1.2019,46.8986
40,40,16,135,0.2,3036,1.3432,0.3358,45.6793,1.2002,46.8795
50,40,16,135,0.2,3476,1.3285,0.3321,45.6707,1.1959,46.8666
60,40,16,135,0.2,3916,1.3172,0.3293,45.6488,1.1948,46.8436
30,50,16,135,0.2,3036,1.3432,0.3358,45.6846,1.2020,46.8866
40,50,16,135,0.2,3476,1.3285,0.3321,45.6701,1.1998,46.8699
50,50,16,135,0.2,3916,1.3172,0.3293,45.6621,1.1965,46.8586
60,50,16,135,0.2,4356,1.3081,0.3270,45.6431,1.1955,46.8386
30,60,16,135,0.2,3476,1.3285,0.3321,45.6144,1.2198,46.8341
40,60,16,135,0.2,3916,1.3172,0.3293,45.6070,1.2163,46.8233
50,60,16,135,0.2,4356,1.3081,0.3270,45.6049,1.2112,46.8161
60,60,16,135,0.2,4796,1.3007,0.3252,45.5911,1.2092,46.8003
30,30,8,180,0.2,1078,1.8905,0.4726,45.5394,1.3118,46.8512
40,30,8,180,0.2,1298,1.8629,0.4657,45.5256,1.2877,46.8133
50,30,8,180,0.2,1518,1.8432,0.4608,45.5157,1.2676,46.7833
60,30,8,180,0.2,1738,1.8285,0.4571,45.4952,1.2517,46.7468
30,40,8,180,0.2,1298,1.8629,0.4657,45.4941,1.3393,46.8334
40,40,8,180,0.2,1518,1.8432,0.4608,45.4876,1.3150,46.8025
50,40,8,180,0.2,1738,1.8285,0.4571,45.4830,1.2952,46.7782
60,40,8,180,0.2,1958,1.8172,0.4543,45.4696,1.2793,46.7489
30,50,8,180,0.2,1518,1.8432,0.4608,45.4580,1.3614,46.8194
40,50,8,180,0.2,1738,1.8285,0.4571,45.4584,1.3366,46.7950
50,50,8,180,0.2,1958,1.8172,0.4543,45.4600,1.3162,46.7762
60,50,8,180,0.2,2178,1.8081,0.4520,45.4490,1.2998,46.7488
30,60,8,180,0.2,1738,1.8285,0.4571,45.3923,1.3849,46.7772
40,60,8,180,0.2,1958,1.8172,0.4543,45.4008,1.3606,46.7613
50,60,8,180,0.2,2178,1.8081,0.4520,45.4089,1.3391,46.7480
60,60,8,180,0.2,2398,1.8007,0.4502,45.4056,1.3218,46.7275
30,30,12,180,0.2,1617,1.5572,0.3893,45.7446,1.1871,46.9316
40,30,12,180,0.2,1947,1.5295,0.3824,45.7445,1.1595,46.9040
50,30,12,180,0.2,2277,1.5099,0.3775,45.7488,1.1362,46.8849
60,30,12,180,0.2,2607,1.4952,0.3738,45.7396,1.1161,46.8557
30,40,12,180,0.2,1947,1.5295,0.3824,45.7057,1.2117,46.9173
40,40,12,180,0.2,2277,1.5099,0.3775,45.7081,1.1847,46.8928
50,40,12,180,0.2,2607,1.4952,0.3738,45.7155,1.1623,46.8778
60,40,12,180,0.2,2937,1.4838,0.3710,45.7115,1.1441,46.8556
30,50,12,180,0.2,2277,1.5099,0.3775,45.6766,1.2310,46.9076
40,50,12,180,0.2,2607,1.4952,0.3738,45.6823,1.2046,46.8869
50,50,12,180,0.2,2937,1.4838,0.3710,45.6915,1.1825,46.8740
60,50,12,180,0.2,3267,1.4747,0.3687,45.6905,1.1638,46.8543
30,60,12,180,0.2,2607,1.4952,0.3738,45.6186,1.2512,46.8698
40,60,12,180,0.2,2937,1.4838,0.3710,45.6320,1.2268,46.8587
50,60,12,180,0.2,3267,1.4747,0.3687,45.6452,1.2037,46.8488
60,60,12,180,0.2,3597,1.4673,0.3668,45.6468,1.1850,46.8318
30,30,16,180,0.2,2156,1.3905,0.3476,45.8192,1.1354,46.9546
40,30,16,180,0.2,2596,1.3629,0.3407,45.8231,1.1056,46.9287
50,30,16,180,0.2,3036,1.3432,0.3358,45.8343,1.0791,46.9134
60,30,16,180,0.2,3476,1.3285,0.3321,45.8332,1.0589,46.8921
30,40,16,180,0.2,2596,1.3629,0.3407,45.7862,1.1584,46.9446
40,40,16,180,0.2,3036,1.3432,0.3358,45.7899,1.1306,46.9205
